text,sentiment
Mereka juga memiliki keripik keju terbaik di kota.,1
Makanan berminyak dan tidak sehat.,0
"Keripik dan salsa benar-benar enak, salsa sangat segar.",1
Tidak ada kesepakatan yang cukup bagus yang akan menyeret saya ke tempat itu lagi.,0
Ini SEMPURNA untuk makan bersama keluarga atau berkumpul dengan beberapa teman.,1
"Saya memang suka sushi, tapi menurut saya Kabuki terlalu mahal, terlalu trendi, dan kurang layanan.",0
Setiap hari dalam seminggu mereka memiliki kesepakatan yang berbeda dan semuanya sangat lezat!,1
Saya menganggap pencurian ini.,0
"Menyukainya ... server yang ramah, makanan enak, menu yang luar biasa dan imajinatif.",1
Kasir tidak peduli apa yang harus saya katakan itu masih terlalu mahal.,0
"Waktu sy ksna, Krn lg ada acara UMKM, pengunjung mbludak, jd panas banget suhu ruangan di dlm.",1
"Semakin tidak terawat. Makin lama bukan makin dilengkapi namun makin dibiarkan. Kenapa yaa?ini di pinggir jalan.. Nggak dirawat, kelihatan bnyak orang. Semoga setelah ini bisa diperbaiki. Karena ini pas depan hotel jadi harusnya jdi pelengkap tatanan kota yg bagus.",0
Mereka memiliki toro tartare dengan kavier yang luar biasa dan saya menyukai wagyu yang diiris tipis dengan truffle putih.,1
Mending bayar pajak stnk online lewat aplikasi sambara. Bayar di tokped. Ntar tinggal cetak stnk disini. Kiarin bakal antri padet dsb. Ternyata tidak. Proses cepet. Goodjob. No pungli2,1
"Kesini karena nyamperin temen di apartemen. Eskalator mall gak jalan, parkiran tidak memadai, berantakan tidak teratur dan kotor. Sepi bgt dan terkesar horor",0
"Lalulintasnya gak seperti dulu, malah makin parah macetnya",0
"Tadi habis belanja sama temen di bagian sepatu sendal, pelayanannya kurang baik mohon maaf, padahal pengunjung sedang tidak ramai tapi terkesan malas mencarikan kebutuhan pelanggan. Beberapa ada yang hanya mengobrol dengan rekan kerja yang lain.",0
Anda tidak bisa mengalahkan itu.,1
"Tempat yg dpt mengedukasi anak2 dan jg dewasa ttg aturan2 ber lalu lintas... Track yg menarik dan jg rimbun.... Menjadikan tempat ini selain asyik utk belajar, asyik jg utk bermain dan bercengkerama... Ada fasilitas toilet yg bersih d area ini, sehingga TDK perlu khawatir....",1
It's worth mengemudi dari Tucson!,1
Mall Lengkap 👍🏻 dg Masjid yg nyaman & luas di lantai teratas. bnyk gerai makanan minuman bnyk arena permainan supermarket bioskop toko buku gramedia.,1
"Masuk untuk happy hour, daftar anggur yang luar biasa.",1
Bukan hal saya.,0
Tempat itu tidak bersih dan makanannya sangat basi!,0
"Saya telah menyaksikan harga mereka meningkat, porsi menjadi lebih kecil dan sikap manajemen berkembang pesat!",0
"Belanja diskon tapi banyak syarat, hati hati baca harga , terkesan jebakan, ada harga barang bagus tapi yg dirak  bukan barang  tersebut",0
"Mungkin mall ini salah satu mall yang terdampak pandemi lumayan parah..  Mallnya gerah.. seperti ac malfungsi.. mgkn untuk menghemat listrik, atau krn tidak di maintenance jd kurang berfungsi dengan baik..  Banyak tenant yg tutup.. tapi karena sekarang sudah akhir pandemi jadi sudah mulai ramai semoga makin ramai lagi supaya penjual2nya hepi..  Lumayan lengkap juga kok mallnya..  Dept store ada ramayana yang heboh banget.. restoran juga makin banyak pilihan..",1
Server kami sangat baik dan penuh perhatian seperti staf melayani lainnya.,1
Layak untuk dikendarai.,1
Makanan enak dan layanan luar biasa!,1
Saya tidak berpikir saya akan kembali untuk waktu yang sangat lama.,0
Itu benar-benar luar biasa.,1
Anda dapat melihat mereka menyiapkan makanan lezat!),1
"-Sepi banget disini, kalau lg gk ada event atau acara mungkin orang jarang yg masuk kesini. - dekat sama Transmart n McDonald. - di dalam ada salon Yopie  restoran ayam penyet. - kalau pengelola bisa mencari cara untuk meramaikan tempat ini n menarik pengunjung,  akan bagus sekali y. Soalnya sayang sekali, lokasi bagus, tempat bagus tapi sepi sekali.",0
Server sangat mengabaikan kebutuhan kami dan membuat kami merasa sangat tidak diinginkan... Saya tidak akan menyarankan tempat ini!,0
Saya dapat mengambil sedikit layanan buruk tetapi makanannya menyebalkan.,0
Mereka memiliki suasana yang sangat bagus.,1
Yang ini hanyalah kekecewaan.,0
Bir berputar mereka di keran juga menjadi sorotan tempat ini.,1
"Memesan burger keju ganda & mendapat satu patty yang berantakan (gambar diunggah) Ya, masih menyebalkan.",0
Untuk pelayanannya menurut saya bagus.,1
Saya akan mengambil dolar makan malam bisnis saya di tempat lain.,0
"pertama kali kesini, datang subuh di sambut dengan embun dan menutupi semua pandangan 😂 view bagus dan masih banyak daun2 yg rimbun, kesini masih musim hujan dan basah. hati2 kalau jalan, pernah ke preset jatuh dan cuma di ketawakan 🫢🤣 masih sederhana dan banyak penjual minuman hangat dan gorengan, kalau mau beli dan dibawa ke area yg bawah boleh tp ambil sendiri dan jangan lupa dibalikkan ke penjual ya. toilet dan tempat cuci ada di dekat parkiran.",1
Blok itu luar biasa.,1
"Tempat ini bukan sushi berkualitas, ini bukan restoran berkualitas.",0
"Bagaimanapun, saya tidak berpikir saya akan kembali ke sana.",0
"Sepi... Sebagian besar toko sudah tutup semua.. Dulu ada Food Center, sekarang juga sudah tutup, bangunannya sudah rata dengan tanah.. cuma Super Indo saja yang hidup.. Parkir nya luas.. Ramai dijadikan tempat jogging dan olahraga terutama di hari Minggu pagi..",0
"Jika anda tanya saya mengenai Grand Indonesia, mungkin saya bisa bilang bahwa itu merupakan salah satu mall terbesar di kawasan elit Jakarta, dan di Indonesia, dan juga merupakan salah satu tempat ikonik di kawasan Bunderan HI, lebih tepatnya di kawasan Jakarta Pusat... Bertetangga dengan Plaza Indonesia dan Thamrin City, bersatu dengan Hotel Indonesia Kempinski dan juga dekat dengan Hotel Mandarin dan Hotel Grand Hyatt... Dan juga bersatu dengan gedung Menara BCA...  Dulu pernah pergi ke sini pas masih baru, sekitar tahun 2009an, skrg kembali lagi, hanya sekadar revisit, pengen lihat keadaanya skrg... Sayangnya, ane hanya bisa pergi melihat dan kelilingi beberapa tempat doang, pergi liat mondar-mandir dari sayap timur hingga barat memakan cukup banyak waktu! Itupun gak sempat pergi lihat ke lantai dasar, paling mentok perginya turun hingga lantai 3... Tokonya lumayan banyak, tempatnya juga cukup ramai, banyak opsi makanan juga disini...  Bagaimanapun juga, jika ingin pergi mengunjungi Grand Indonesia (dan juga kawasan sekitarnya) berikut adalah saran saya:  1) Lebih baik cari hotel, karena sehari kelilingi Grand Indonesia tidak cukup, apalagi jika anda tidak hanya ingin pergi ke Grand Indonesia, tapi juga termasuk tempat lain seperti mal Plaza Indonesia, Plaza Senayan, dll., atau tempat lainnya (yg bukan mal), lebih baik pesan kamar hotel di kawasan sana.  2) Bawa uang yang cukup, pas jika ingin berencana berbelanja atau mau cari makan disana, karena barang-barang disana tidak murah.  3) Memakai transportasi umum dan fasilitas infrastruktur yang disediakan. Mall seperti Grand Indonesia kadang-kadang suka susah cari tempat parkir, dan sering macet di hari tertentu, jadi lebih baik menggunakan transportasi umum seperti Transjakarta, MRT, Kereta commuter. Jika ingin melihat kawasan lain selain Grand Indonesia, coba mulai budayakan jalan kaki buat pergi ke tujuan tertentu. Jangan menyalah-gunakan fasilitas yang disediakan, dan pastinya: ""TOLONG JANGAN BUANG SAMPAH SEMBARANGAN ATAU NGELUDAH TEMPAT"". Ini berlaku di tempat manapun, tidak hanya di tempat umum seperti GI dan sebagainya.  4) Pakailah baju yang tebal, seperti memakai Jaket, atau pakai baju dalam buat cowok. Kecuali jika anda mempunyai tubuh yang kebal dan tebal, terserah pakai baju apa. Intinya, Grand Indonesia itu tempatnya dingin sekali....  5) Satu hal lagi, coba pergi ke tempat parkiran di atas mall, bisa melihat Pemandangan Kota Jakarta dari atas sana, sangat indah...  6) Oh ya, jangan lupa pergi ke dua tempat ini di GI: (1) Alun-Alun Indonesia, dan (2) Galeri Indonesia Kaya. Itu tempat yang sangat direkomendasikan jika pergi ke GI, dan dua tempat favorit di Grand Indonesia.  Secara singkat, Grand Indonesia itu mallnya besar, dan sangat mewah... Di kawasan sana, ada juga mall lain seperti Sarinah, Plaza Indonesia, Plaza Senayan, Thamrin City, Senayan City, dll. Tapi saran saya lebih baik coba kunjungi Grand Indonesia dulu, karena bagiku, itu merupakan tempat ikonik yang wajib dikunjungi jika berada di Kota Jakarta.  Overall tempatnya 100/10. Pastinya bakal kembali lagi ke sana. Truly the best and the finest mall in Indonesia, very recommended.",1
"Penjagaannya bagus, parkirnya luas, ada tempat makan KFC dan minimarket Superindo. Toilet sangat nyaman, walaupun sering kehabisan tisu bukan jadi masalah. Mushola nya memadai. Oh iya ada studio dance juga di lantai paling atas (BDA academy) dan biliar.  Sebenarnya saya biasa menggunakan mall ini sebagai latihan komunitas (menari). Meskipun stand tokonya tidak ada mengisi, tapi cukup berguna untuk keberlangsungan komunitas yang mencari sewa tempat latihan murah meriah.  Di waktu"" tertentu, click square sangat ramai dikunjungi. Apabila tidak ada event, bangunan ini pun sangat sepi.",0
Saya memiliki kesempatan hari ini untuk mencicipi pizza Anda yang luar biasa!,1
Hambar ... Tidak menyukai tempat ini karena sejumlah alasan dan saya tidak ingin membuang waktu untuk ulasan buruk .. Saya akan berhenti di situ ...,0
Layanan bau di sini!,0
Steak semuanya dipangkas dengan baik dan juga dimasak dengan sempurna.,1
Kacang refried yang datang dengan makanan saya kering dan berkerak dan makanannya hambar.,0
"Kereta bawah tanah yang bagus, sebenarnya sangat bagus ketika Anda datang ke sini setiap kereta bawah tanah lainnya tidak akan memenuhi harapan Anda.",1
Pilihan eklektik.,1
Kunjungan pertama saya ke Hiro sangat menyenangkan!,1
Udang - Ketika saya membukanya (saya tinggal hanya 1/2 mil dari Brushfire) itu benar-benar sedingin es.,0
Akan kembali lagi jika saya ingin sushi di Vegas.,1
Layanan di sini meninggalkan banyak hal yang diinginkan.,0
"Kalau mau beli laptop dan aksesorisnya sering kesini. Komplit dan harga bersaing. Pelayanan juga ramah dan totalitas. Perlengkapan komputer ada di lantai atas.  Tapi sayang, banyak ruko-ruko yang sudah kosong dan eskalator turun semua mati. Mohon bisa diperbaiki lagi karena plasa simpang lima semarang termasuk favorit warga semarang dari jaman dahulu untuk membeli perlengkapan rumah tangga atau elektronik",1
"23 Paskal HyperSquare Merupakan Tempat Shopping Kawula Anak Muda Dengan Berbagai Pilihan Tenant yang Cukup Lengkap dengan Konsep INDOOR maupun OUTDOOR.. dengan berbagai Macam Pilihan Menu dari Lokal Food, Western Food Dan Indonesi Food dan Tempat Permainan Anak Yang Sangat lengkap dan Cukup Menarik...  RECOMMENDED BANGET jika anda Pendatang Dari Luar Kota Bandung Untuk Berkunjung ke 23 PASKAL HYPERSQUARE. Mantap Banget!!! 👍👍👍",1
"Server bolak-balik beberapa kali, bahkan tidak sebanyak ""Apakah Anda sedang dibantu?""",0
Tempat duduk teras sangat nyaman.,1
Layanan ini mengalahkan & saya merekomendasikan Halibut.,1
Layanan Baik-periksa!,1
Waktu yang baik!,1
Saya mendapat keracunan makanan di sini di prasmanan.,0
Mereka sangat baik.,1
"Sayangnya Masih ditutup karena pandemi,",0
Pertama kali pergi tapi saya pikir saya akan segera menjadi biasa.,1
Pelayan itu brengsek.,0
* Hot & Sour & the Egg Flower Soups benar-benar 5 Bintang!,1
Saya memeriksa tempat ini beberapa tahun yang lalu dan tidak terkesan.,0
Hati2 guys kl beli tiket disini.. saya datang beli tiket jam tgl 15 des..ternyata ga bisa masuk karna hari ini hanya untuk undangan kelompok...dan tiket yang saya beli dicetak untuk besok tgl 16 des..sedangkan saya besok hari balik ke jakarta..saya minta di refund ga bisa.. padahal kesalahan pegawai bag ticket tidak menjelaskan kl ga bisa masuk.. berarti ini penipuan.. sekarang lagi mau urus refund ditelantarkan ga ada yg bisa ambil keputusan... just info tiket saya terbeli ada 6 pcs.. sekitar 1.4 jutaan..Paraaaaahhhhhhhhhhhhh.........,0
LEZAT!!,1
"Biaya nya naik kesehatan 65k...psikolog 75k....pencetakan 135k...edannnn meres rakyat bgt, mentang mentang gak ada tilang manual, ditambah lagi kalau bayar tes psikolog uangnya pake yg pas aja, saya juga gak dikembalian gak tau lupa, gak tau pura pura lupa....",0
"Lumayan sepi, bahkan lebih banyak pegawainya daripada pengunjung yg belanja, padahal kesana di hari minggu dan di tanggal muda. Sepertinya kalah bersaing dengan borma dan tidak sesuai demografi warga cimahi yg berpenghasilan menengah kebawah. Ada baiknya mungkin coba pindah/buka di kota baru parahyangan yg lebih sesuai market.",0
Steak dan telur goreng ayam monster mereka adalah favorit saya sepanjang masa.,1
Layanan dan makanan yang luar biasa.,1
"plaza yang aman tentrem . surganya para gadget di surabaya letaknya ga jauh dari pasar atom, grand city prkiran asik uda ada mobil listrik. canggih ni, dimall besar sperti di TP , belum ada dan yang pasti bebas dari masalah pegawai baik skuriti, cs, kbakaran , bnuh diri , aman ,safe, tentrem, hati damai Brand luar, hp seken, hp baru, servis, accesories sini tempatnya",1
"Mall yg oke buat jalan jalan dan makan bersama keluarga. Tidak terlalu besar dan ramai. Cukup byk stan makanan / minuman, area bermain anak, dan shoping. Syg ada yg kurang semenjak giant tidak ada.  Parkiran cukup luas, mgkn perlu d tambah pohon lagi biar makin teduh ketika parkir kendaraan",1
"Tempat ini seperti Chipotle, tapi LEBIH BAIK.",1
"Ayam yang saya dapatkan pasti dipanaskan kembali dan hanya ok, irisannya dingin dan lembek.",0
Paling suka ke game masternya Feslink lumayan besar dan permainannya seru seru buat anak anak. Disini lumayan masi banyak resto yang masi survive dari bangkrut tapi rata rata pindah ke lantai bawah. Walau banyak juga toko toko yang tutup. Tapi disini masi nyaman dan asik dikunjungi.,1
Omelet adalah untuk mati untuk!,1
Saya menemukan seutas kawat sepanjang enam inci di salsa saya.,0
"Uraiannya mengatakan ""saus yum yum"" dan yang lain mengatakan ""saus belut"", yang lain mengatakan ""mayo pedas"".",0
Crouton juga terasa buatan sendiri yang merupakan nilai tambah tambahan.,1
Ini adalah gabungan yang baik.,1
"Nice ambiance, buat jalan jalan malem mingguan lumayan rame. Dari yg halal sampe haram ada dijalan ini. Bangunannya bagusbagus karena pake bangunan kota tua yg difungsikan, jadi pengen ngomong bahasa belanda deh. Ohiya disini nanti banyak fotografer dadakan yg nawarin jada mereka buat foto kakak kakak sekalian, satu foto 5rb untuk yg diminati. Jadi misal kita dijepret sama masnya 10x tapi kita cuman suka 2 foto ya 10rb doang. Cocok buat yg pergi kesini tapi gaada yg fotoin",1
"Lobster Bisque, Bussell Sprouts, Risotto, Filet SEMUA membutuhkan garam dan merica.. dan tentu saja tidak ada di meja.",0
"Suasananya modern dan trendi, dengan tetap mempertahankan sentuhan kesenangan.",1
Apa yang terjadi selanjutnya cukup .... off menempatkan.,0
Restoran Cina terbaik yang pernah saya kunjungi.,1
Mulai tampak keasriannya karena sudah mulai tertata tamannya.Hanya saja fasum/tempat bermain yg masih kurang,0
WAAAAAyyyyyyyyy overrated hanya itu yang saya katakan.,0
"Sarapan saya disajikan dengan sangat baik, dengan presentasi yang indah dari 3 irisan roti panggang raksasa, ditaburi sedikit gula bubuk.",1
Pilihan pizzanya bagus.,1
Manajer adalah yang terburuk.,0
"Secara keseluruhan, Ha Long Bay sedikit gagal.",0
Saya segera duduk.,1
"Lengkap banget, ada supermarket, playground anak juga ada 4, di game master, di deket supermarket, di lantai paling atas, n 1 lg di tengah mall. Tempat makan juga cukup lengkap, mulai dari raacha,  solaria, gokana, KFC, Hokben, Richeese, paradise, xiboba, giggle box, tawan, n masih ada food court jg. Fashion jg lengkap ada matahari dan beberapa butik lain. Peralatan rumah ada Mr. DIY dan ace hardware. Mantap. Kalau mau menginap tinggal ke POP hotel atau Harris Hotel yg masih 1 area.",1
"Makanannya lezat, bartender kami penuh perhatian dan ramah DAN kami mendapat banyak hal!",1
Salad saya memiliki vinegrette hambar pada baby greens dan hati Palm.,0
Kami menyaksikan pelayan kami lebih memperhatikan meja lain dan mengabaikan kami.,0
"Mall mewah di jakarta, jadi minder kalau jalan di sini, liat orang orang dengan pakaian branded.  Dan akhirnya saya cuma ngabisin waktu di starbuck, berharap mall sudah mulai sepi baru balik,biar sedikit orang yang lihat, dan ternyata mall ini selalu ramai,",1
Udangnya empuk dan lembab.,1
Penuuuh dan sesak. Sudah bukan tujuan utama belanja orang Bandung karena harga dan tempat banyak yang sudah nggak pas lagi. Tapi perlu dipertahankan pengamanannya serta kenyamanan berbelanja karena banyak copet apalagi kalau mau lebaran dan orang dari luar kota masih pada semangat belanja ke pasar baru.  Sejauh ini masih jadi destinasi utama belanja pakaian di bandung karena di luarnya banyak kuliner khas Bandung,0
Spesial sehari-hari mereka selalu menjadi hit dengan grup saya.,1
"Vivo Mall terletak di jl Raya Bogor Cimandala, Sukaraja, posisinya ada di sebelah kanan jika dari arah Cibinong. Lokasinya sekitar 250meter dari perempatan Sentul atw sebelum Samsat Ciluar. Bentuk mall nya unik sayang tenan di dalam belum banyak. Baru ada beberapa, diantaranya Lulu Hypermart, H&M, Solaria, Chat time, dan CGV. Mungkin karna pengelolanya belum agresif dalam memasarkan mallnya.  Salah satu yg bikin mall ini dikunjungi karna didalam mall ada Bioskop CGV dan area pehobby Tamiya lokasinya di lt 1 depan Solaria. Kedua tempat ini selalu ramai setiap saya main ke mall ini.  Tersedia parkir mobil motor yg luas. Bisa indor atw outdoor, parkir motor autdoor di samping kampung kecil. Parkir Perjam 2.000 untuk motor dan 3000 untuk mobil.  Jika anda mau ke CGV baiknya parkir di luar lalu masuk lewat pintu galeri Lulu kids lalu naik lift ke lt 2.  mall ini blm bersih dr asap rokok. Area smoking ya terlalu besar karna mall ini konsepnya mall terbuka. Area bebas rokok hanya ada di dalam galery dekat Lulu.  Kamar mandi kurang bersih meski ga kotor banget. Masih layak buat pipis. Hehe..  Suatu saat sy yakin mall ini akan jadi besar dan ramai apalagi kalau perumahan dan apartemen di belakang mall sudah dibangun.",1
Itu sama mengerikannya.,0
"Parkiran motor nya kurang banget, kalo mobilnya lumayan dapat parkiran nya, trs ga semua staff nya ramah, kamar mandi kadang jorok, sering ada promo² juga di sini, cocok buat nongkrong sambil kerja di Starbucks nya",0
Manajemen yang buruk.,0
Taco lidah dan pipi sapi luar biasa.,1
Cari t4 bordir yg express  .. Alhamdulillah ada di lantai dasar SIMPANG LIMA PLAZA bisa ditunggu ... hasil nya tidak mengewakan harga nya pas... monggo yang ingin borsir kilat bisa langsung ke lokasi..,1
Shopping sambil makan Bakso memang keren enak dan lumaysn murah,0
Maine Lobster Roll klasik sangat fantastis.,1
Prasmanan di Bellagio jauh dari yang saya perkirakan.,0
"Tolong dong kepada manajemen Ramayana, musik nya di kecilin kenceng banget plus suara mas-mas dan mbak-mbak nya menawarkan discount  bikin ndak nyaman Sumpah bikin sakit telinga karena brisik. Terlalu norak suaranya musik remic Lama-lama pengunjung ndak betah karena suara brisik nya. Inti NYA SUDAH tidak NYAMAN #RAMAYANA",0
"Untuk layanan, saya tidak memberi mereka bintang.",0
"Makanan yang sangat enak, suasana luar biasa.1",1
Tapi aku tidak menyukainya.,0
"Jujur sangat mengecewakan dan kapok berkunjung ke Mall Grand Galaxy Park lagi. Kesan dan pengalaman yang sangat amat buruk! Cerita mulanya saya mengajak teman saya karena pada tanggal 1 Juni 2022 dihari Rabu sedang tanggal merah dan saya mengajak teman saya utk berkunjung ke Mall Grand Galaxy Park dan waktu kedatangan saya dan teman saya pukul 13.00 WIB dan saya sama teman mau makan siang dulu di Foodcourt Grand Galaxy Park. Ternyata disana sedang cukup ramai dan saya tidak dapat bangku. Saya menanyakan kepada staff atau petugas foodcourt dan bersih2 mengenai bangku yang mereka bawa dari gudang ke foodcourt. Saya tanya sudah ke 3 orang yang berbeda saya masih sabar dan tidak ditanggapin. Ketika akhirnya teman saya memutuskan baru mau tanya kepada staff foodcourt yang lain eh tiba2 yang jawab sih petugas atas nama Firmansyah sayang saya dan teman lupa foto orangnya atau video kan. Dikarenakan apa2kan harus ada bukti. Petugas atas nama Firmansyah sumpah gak ramah sekali sama teman saya sebagai pengunjung dengan arogan menjawab dan membetak dan ketus menjawab eh mbak gak lihat kondisi disini yang sangat ramai bangku pada full padahal teman saya hanya menanyakan apakah bisa mencari 2 bangku buat kami duduk karena kami sudah pesan makan. Karena posisi kami sedang berdiri dimeja tanpa bangku. Dan petugas atas nama Firmansyah itu sumpah tidak ramah sekali sebagai petugas atau kerja di Mall. Seharusnya tidak pantas bersikap seperti itu dan mencoba menjelaskan dan berbicara baik2. Sumpah baru x ini ketemu mall menggunakan jasa petugas bernama Firmansyah karena berapa x saya tanya petugas lain pada bilang sebentar ya mbak saya coba carikan bangku walau tetap nihil belum dicarikan tetapi jawabnya masih tenang dan santai. Masalahnya saya dan teman sampai gak jadi makan dan gak nafsu makan lagi. Dan petugas Firmansyah menantang saya agar saya laporin ke pihak pengelola mall atau supervisornya. Sumpah sih kecewa banget dengan pihak bernama Firmansyah yang seharusnya tidak bersikap demikiaan kepada teman saya yang jarang berkunjung ke sana. Di mall bekasi lain saya berkunjung tidak ada masalah. Kecewa dengan Pelayanan staff Foodcourt bernama Firmansyah di Mall Grand Galaxy Park dikarenakan tidak ramah sekali dan malah arogan, emosi, ketus dan nyolot dan tidak ada mintamaaf sama sekali. Mau kerja dimana pun kalau sifatnya seperti itu tidak akan pernah maju dan berkembang. Apalagi kalau hal ini tidak ada solusi nya. Teman saya akan kasuskan masalah ini ke suara konsumen dikarenakan teman saya sebagai pengunjung tidak ada kesalahan sama sekali. Bukan karena dia teman saya terus saya bela. Dia hanya menanyakan apakah bisa dicarikan bangku 2 utk teman saya dan diri saya tetapi tidak ada tanggapan baik dari staff bernama Firmansyah dan malah suruh teman saya sana lapor kepihak pengelola atau atasannya karena dia tidak takut sama sekali. Terlalu arogan.apakah staff seperti itu pantas dijadikan pekerja yang menghadapi atau bertemu banyak orang. Tidak bisa mengontrol dirinya sendiri. Sumpah parah dan kecewa sekali atas pelayanan staff Foodcourt disana terutama atas nama Firmansyah tersebut.",0
Seharusnya tidak memakan waktu 30 menit untuk pancake dan telur.,0
"Mall terbesar dan terlengkap di Tasik sehingga menjadi pusat berkumpulnya orang, barang dan jasa. Jakarta, Bandung dan Surabaya banyak mall namun jarang menemukan masjid jami, hotel dan waterboom di dalamnya.",0
Bocah bus di sisi lain sangat kasar.,0
"Saya telah berada di lebih dari beberapa bar di Vegas, dan tidak pernah ingat dikenakan biaya untuk air ledeng.",0
"Tempat strategis di jalan kimangun sarkoro dekat stadion diponegoro semarang,parkir kendaraan luas tapi harus hati hati yang bawa mobil,agak sepi tapi ok lah,ada hotel,apartemen diatasnya gabung jadi satu,kalau minggu depannya ramai ada pasar tiban hari minggu,ada beberapa tenant makanan dan minuman,tempat nyaman,ok juga buat jalan jalan muter muter,ada karaoke syahrini",1
"Jika Anda tinggal di Vegas, Anda harus sarapan di sini setidaknya sekali.",1
"Saya memiliki salad dengan sayap, dan beberapa es krim untuk pencuci mulut dan pergi dengan perasaan cukup puas.",1
Burger itu luar biasa.,1
Setelah dua saya merasa menjijikkan.,0
"Sekarang mall nya sepii. Toko2 di dalam mall banyak yg tutup, buanyaaak. CGV msh bukak, justru mungkin ada CGV dan Lotte mart jd tetap adaa aja pengunjungnya. Lantai atas bnyk pujasera dan terkadang ada live music, pujasera menu makanan dg harga terjangkau bgt. Untuk di luar lobby di area dekat parkir, msh ada beberapa stand penjual makanan, lumayan nyaman sih disini kalo buat nongkrong, palagi malam hari, view gedung kosong disebelah Marvel seru juga😅 oh yah disebelah Utara nya ada cafe2 gitu deh sekarang, lumayan rame dan asik kalo buat nongkrong juga, ada live music, pilihan menunya juga banyak, dan tentunya menu2 kekinian donk💞",1
Saya menikmati sarapan yang sangat padat di sini.,1
"Itu dilampirkan ke pompa bensin, dan itu jarang pertanda baik.",0
"Saya tinggal di lingkungan itu jadi saya kecewa saya tidak akan kembali ke sini, karena ini adalah lokasi yang nyaman.",0
"Pada kosong kios pedagang nya, smoking area pula",0
"Sayangnya, itu hanya membuat kami kecewa dengan makanan pembuka kami.",0
"Satu-satunya hal yang baik adalah pelayan kami, dia sangat membantu dan membuat bloddy mary datang.",1
Tempat favorit di kota untuk shawarrrrrrma!!!!!!,1
"Suasana luar biasa, layanan ramah dan cepat.",1
Salah satu Mall terlengkap di wilayah Jakarta Pusat & semua orang pasti tau lah siapa yg punya Mall ini hehehehe Dapat di akses dgn mudah melalui stasiun MRT Bundaran HI Terintegrasi dgn apartemen & Hotel,1
Tempatnya masi sepi dan baru buka departemen store Matahari. Semoga ada Matahari jadi ramai dan banyak yg toko2 lain yg buka.,0
"Saya tidak tahu apa masalahnya tentang tempat ini, tapi saya tidak akan kembali ""ya'all"".",0
Tak seorang pun di meja mengira makanan itu di atas rata-rata atau sepadan dengan menunggu yang kami miliki untuk itu.,0
Minuman saya tidak pernah kosong dan dia membuat beberapa saran menu yang sangat bagus.,1
"Taman Pelangi Jogja, tempat wisata yang bagus dikunjungi saat malam hari. Dari dulu penasaran mau ke sini. Tiket masuk 15K. Parkir motor 3K. Sayangnya saat saya ke sana di weekday Maret 2023 cukup sepi, hanya ada beberapa pengunjung berkeluarga yang datang. Ada wahana permainan yang sebenarnya cukup menarik ada bianglala, bombom car, trampoline, dll, namun sepertinya beberapa wahana sudah tidak dijalankan lagi. Terlihat ada beberapa skuter juga yang disediakan. Ada beberapa pedagang juga yang menjual beragam makanan, jajanan, minuman, serta barang oleh-oleh. Ada fasilitas toilet dan mushola juga, namun minim penerangan dan cukup jauh dari keramaian. Banyak fasilitas dan lampu-lampu di taman yang kurang terawat. Tempatnya sudah bagus namun perlu dirawat kembali dan giat untuk dipromosikan agar ramai kembali.",1
"Crepe itu lembut, tipis, dan lembab.",1
Tidak banyak makanan laut dan seperti 5 untaian pasta di bagian bawah.,0
"Tempat yg dpt mengedukasi anak2 dan jg dewasa ttg aturan2 ber lalu lintas... Track yg menarik dan jg rimbun.... Menjadikan tempat ini selain asyik utk belajar, asyik jg utk bermain dan bercengkerama... Ada fasilitas toilet yg bersih d area ini, sehingga TDK perlu khawatir....",1
Pengalaman yang sangat buruk!,0
Saya tidak peduli... Interiornya sangat indah.,1
"Makanan dan layanan yang luar biasa, porsi besar dan mereka memberikan diskon militer.",1
Chai latte panas yang benar-benar mematikan.,1
"Semua dalam semua restoran yang sangat baik disorot oleh layanan hebat, menu unik, dan pengaturan yang indah.",1
Habiskan uang dan waktu Anda di tempat lain.,0
Tidak baik untuk uang.,0
Layanan cepat dan ramah.,1
"Juga, saya merasa keripik itu dibeli, bukan dibuat sendiri.",0
Pelayan itu manis dan lucu.,1
Istri saya punya sup Lobster Bisque yang suam-suam kuku.,0
Makanan penutupnya agak aneh.,0
"Spread Culture Through Music #FromHearingtoHealing Acara Soundsfest 2022 berlangsung 2 Hari 5-6 Nov di halaman parkir Summarecon Mall Bekasi. Alhamdulillah berjalan dengan lancar 😊pengamanan melibatkan unsur Tni, Polri, Unit Jibom, K9, Satpol PP, Dishub Kota Bekasi, Damkar, Team Kesehatan Kota Bekasi & ditambah dengan keamanan pihak penyelenggara. Jumlah pengunjung dibatasi dengan menggunakan Tickets Scan Barcode yang digunakan di pergelangan tangan.  ✅ Artists 😎 ✅ Posko Polisi ✅ Penukaran Tiket dengan surat Kuasa ✅ Tiket Box ✅ Swab Antigen ✅ Food court ✅ Pintu Masuk & Keluar ✅ Pintu Escape ✅ Lampu Penerang ✅ Toilet 🚽 🧻 ✅ Air ✅ Musholah ✅ Tempat 🚯 ✅ Himbauan 📢 untuk Selalu mematuhi aturan (tata tertib) dalam setiap acara selalu terdengar ✅ Road Maps Petunjuk Arah Lebih diperjelas ✅ Parkir 🅿 dengan menunjukkan Stnk  😊Terima Kasih Summarecon Mall Bekasi",1
Tempat ini terlalu mahal untuk makanan biasa-biasa saja.,0
