text,sentiment
"check-in Layanan ramah, kopi enak, sedikit tersembunyi, makanan enak / makanan cepat saji, dan suasana bahagia. Anda dapat menemukan ini di sini. Dan mungkin di Kopenhagen, tapi saya akan tetap di sini. Makanan sosis dan makanan sangat enak. Saya senang tempat ini menjadi besar tetapi juga tidak bersemangat. Selamat malam.",1
"check-in Manana adalah bagian dari South Congress Hotel yang baru, jadi tentu saja sangat indah. Itu dekat bagian belakang area halaman jam, jadi rasanya seperti mundur dari keramaian dan hiruk pikuk South Congress Road. Sejauh ini, menu minuman pesanan mereka hanya terdiri dari kopi (yang menurut saya baik-baik saja) dan belum jus. Mereka memiliki botol jus Juiceland di lemari es. Ada banyak makanan untuk dipilih. Yang saya punya bagus. Mereka tampaknya membuat mereka di rumah. Menakjubkan. Saya akan kembali untuk membaca buku... atau koran, jika saya melakukan hal semacam itu. Ini adalah tempat semacam itu.",1
"Ruang yang indah! Pilihan teh yang enak. Layanan yang ramah. DAN mereka memiliki air soda di keran gratis, yang bagi gadis Jerman ini sedekat mungkin dengan surga.",1
"First to Review Listed in dinewithshayda.com Ulasan Ma瘫ana akan menyajikan jus dingin, kopi panggang lokal, dan menu makanan kecil. jam segera di South Congress Hotel, hotel butik utama dengan ritel dan makan. lokasi di SoCo yang terkenal, South Congress Avenue District, jalur yang menampilkan berbagai toko eklektik, butik restoran, tempat suasana dan galeri. (Setiap Kamis pertama setiap bulan, toko tetap beroperasi hingga pukul 22:00) Makan, minum, dan berbelanja! Tambahan hebat lainnya. mananaaustin.com",1
check-in Kedai kopi yang fantastis! Cerah dan berjam-jam dengan banyak tempat duduk. Kopi enak oleh Cuv泰e. Internet cepat yang disediakan oleh hotel (100mbps). Tempat yang bagus untuk mendapatkan kopi yang enak dan menyelesaikan beberapa pekerjaan. Toko besar dengan kopi oleh Cuv泰e Layanan bagus.,1
"check-in Jika Anda ingin minuman es lezat dengan rasa manis yang pas, dapatkan es kopi vanila!",1
"Cara sempurna untuk menghabiskan hari hujan. Saya suka #menjelajah. Menemukan #coffeeshop favorit baru saya! Saya selalu berada di kedai kopi dan telah mengunjungi hampir setiap kedai makanan dan kopi di #Austin. Mereka menggunakan #Cuvee #coffee, yang merupakan favorit saya, dan memanggang semua makanan mereka di rumah --- Makaroni, makanan tahini wijen, kolaches gurih, donat, cangkir selai kacang, dll. :)",1
"kopi sangat mengagumkan, dan mereka memiliki kopi dingin di keran! Lokasi super imut, terselip juga. kopi",1
"Saya bukan orang kedai kopi, saya tidak minum kopi tapi saya suka tempat ini. Saya kebetulan melihatnya saat parkir dan berpikir saya akan mendapatkan teh panas dan makanan kecil untuk menahan saya sampai makanan. Mereka memiliki makanan (suguhan manis favorit saya) dalam empat rasa yang lezat dan menarik (raspberry rose water vanilla, grapefruit proseco, almond joy, dan pecan bourbon yang dibumbui). Saya awalnya membeli satu dan setelah mencicipinya, akhirnya kembali untuk mendapatkan keempatnya untuk nanti. Mereka sangat baik. Mungkin makanan terbaik yang pernah saya makan di luar Paris. Tehnya juga sangat enak dan layanannya luar biasa. Hanya berharap mereka memiliki lebih banyak lokasi.",1
layanan dingin dan getaran,1
"Pertama-tama, tempat ini indah. Tidak mengherankan, karena ini adalah bagian dari South Congress Hotel! Seluruh tempat itu cerah, terang dan lapang, dan terasa seperti menghirup udara segar setelah parkir di tempat yang panas. Penghitung kopi berubin menakjubkan dan sangat layak untuk difoto jika Anda menyukainya. Layanan di belakang register sangat ramah - dia benar-benar tampak ingin berada di sana dan bahwa dia benar-benar ingin saya menikmati getaran saya, yang tidak selalu terjadi dengan layanan Austin yang terlalu banyak bekerja. Saya menolak makanan dalam kasus ini karena saya tahu saya tidak membutuhkannya .... tetapi mereka tampak luar biasa - bukan makanan khas kedai kopi Anda. Saya memesan es kopi susu almond, seperti yang saya lakukan di setiap kedai kopi yang saya kunjungi untuk pertama kalinya, dan itu luar biasa. Susu almondnya lembut dan memiliki rasa segar tanpa rasa aneh yang kadang-kadang datang dengan susu almond. Itu tidak mengalahkan kopi - saya masih harus tahu ada kopi di sana, dan ini sempurna. Satu-satunya keluhan saya adalah saya berharap ukurannya sedikit lebih besar, tetapi saya menduga itu barang berkualitas tinggi dan mereka harus mengenakan biaya lebih untuk ukuran yang lebih besar - bukan masalah yang cukup besar untuk membuat saya menghapus bintang, terutama karena getarannya sangat indah! bar kopi berubin itu",1
"Terselip di sudut timur laut SoCo Hotel, tempat ini membuat kopi yang padat. Getaran luar biasa di jam-jam sibuk dan ruang terang, tempat yang bagus untuk minum kopi bersama teman atau menyelesaikan pekerjaan.",1
Program kopi yang luar biasa - program makanan yang lebih baik. Saya sedang menjalani diet semua makanan sekarang jadi tempat ini telah menjadi anugerah.,1
"Manana adalah merek baru bagi saya, hanya ingin mencobanya karena seorang teman menyarankannya! Benar-benar menyukai suasana minimalis dan kesederhanaan menunya. Membuatnya lebih mudah untuk memilih sesuatu yang enak untuk dicoba. Saya minum es kopi dan menambahkan sedikit nektar agave. Itu menakjubkan! Sangat menikmati menyeruput kopi saya di tempat duduk luar ruangan juga. Pasti akan kembali nanti saya di SoCo.",1
"Kedai kopi yang bagus terselip di hotel Kongres Selatan. Getaran yang sangat bagus dan kopi yang enak. Memiliki kopi yang enak, layanan kopi dingin, kopi cuv泰e. Merekomendasikan",1
"Kafe lucu, modern, dan trendi di Soco. Minuman kopi berkualitas dan bermacam-macam minuman non-kopi yang layak. makanan setengah dari jam 5-7 malam. Banyak tempat duduk di dalam dan di luar. Tempat yang bagus untuk bertemu teman atau menyelesaikan pekerjaan. Pasti akan kembali.",1
"Begitu lezat. Untuk $ 10 termasuk tip, saya bisa mencoba kopi mereka, semua kolache dengan makanan krim, dan macaron selai kacang dan jeli. Saya pasti akan kembali untuk mendapatkan ketiganya lagi.",1
Orang-orang ini baru saja jam kerja dan ini adalah tempat yang sah untuk mendapatkan kopi. Dan makanan mereka luar biasa!,1
"Apa yang ada di dalam susu bulan ajaib ini???!!! Dunia mungkin tidak pernah tahu. Itu ajaib. Itu mistis. Ini adalah seikat kebahagiaan dalam cangkir. Jika Anda mencoba menghindari gula dan lemak dalam jumlah yang berlebihan, saya sarankan Anda mendapatkan quartermoon (1/4 moon milk, expresso shot, regular milk). Ini fantastis. Mungkin juga membuat Anda berlari ke kamar mandi segera setelahnya... hanya tergantung pada toleransi kopi/laktosa Anda.",1
"Susu Bulan benar-benar enak. Istri saya Minum kopi dengan susu bulan, dia menyukainya. Kopi kopinya enak. Getaran menyenangkan tempat duduk yang bagus. Jalan yang sibuk",1
"check-in Kopi musim panas benar-benar menghancurkan saya untuk semua kedai kopi lainnya. Jika tujuan mereka adalah memberi Anda getaran kopi yang luar biasa hanya dengan memenuhi janji kopi yang enak - yang bisa saya katakan adalah dilakukan dengan baik. Saya harap saya tidak mengetahui bahwa suatu hari bahan rahasia ""moonmilk"" yang tampaknya terdiri dari minimal 9 susu susu yang berbeda - entah bagaimana dicampur dengan kokain! Saya tidak pernah kecanduan makanan atau minuman sebelumnya dan saya dapat dengan jujur ​​memberi tahu Anda bahwa ini adalah yang pertama. Kopi bulan musim panas, 007 dan kopi Bulan semuanya luar biasa. Pastikan saat menuju lokasi atau mampir ke Austin mampir ke sini. Nikmati makanan makanan dan pastikan untuk setidaknya mencoba kopi bulan musim panas atau musim dingin.",1
"check-in Kopi Summermoon LUAR BIASA. Saya biasanya mendapatkan setengah bulan (jadi susu setengah bulan, setengah susu biasa) untuk mengurangi sedikit rasa manisnya. Kopi dingin selalu enak, seperti halnya kopi / Amerika biasa - - kopi super halus. Layanan semua sangat ramah dan membantu. Sukai bagaimana mereka juga menyajikan makanan fooddeli di pagi hari! Saya yakin mereka terjual habis, tetapi selalu ada pilihan makanan yang layak di pagi hari di akhir pekan ketika saya pergi sekitar jam 9 - 10 pagi. Kopi musim panas + makanan dan makanan fooddeli bfast food = tempat bahagia saya. Getaran yang bagus untuk belajar dan hanya nongkrong juga.",1
"check-in Kopi setengah bulan di peringkat Summermoon di antara minuman kopi terbaik yang pernah saya rasakan di Austin. Apa pun yang mereka masukkan ke dalam susu bulan mereka, pasti enak. Minggu sore sibuk ... seperti kata sindiran, ""tidak ada lagi yang pergi ke sana, terlalu ramai"". Parkir tambahan tersedia di belakang gedung, syukurlah. Direkomendasikan.",1
"Kopi yang luar biasa! Kopi musim panas adalah suatu keharusan jika Anda berada di area tersebut. Tempatnya kecil jadi berharap untuk berbagi tempat duduk atau duduk di luar di tempat duduk. Tapi baunya sangat enak. Saya suka aroma kopi tapi bukan bau lilin. LOL Layanan ramah, kopi enak, suasana santai!",1
"check-in Terdaftar di Austin, TX (ATX) Saya berasumsi ada retakan di susu bulan itu karena omg kopi musim dingin (es) itu enak. Awalnya rasanya terlalu manis untuk saya (jika Anda bukan penggemar rasa manis, saya akan membeli kopi setengah bulan) tetapi saya pikir begitu es mulai mencair, rasa manisnya akan mencair. Saya lupa mengecek apa sebenarnya susu bulan itu, tapi itu membuat es kopinya sangat kaya dan lembut. Merekomendasikan! Area ini memiliki banyak ruang duduk dan tempat duduk - konsep barnya cukup keren! Banyak colokan (termasuk port USB!) untuk mengisi daya ponsel dan laptop Anda saat Anda bekerja. Area belajar yang sempurna. :)",1
"Summer Moon adalah tempat yang tepat untuk belajar dan menikmati kopi yang enak! Hari ini adalah hari pertama saya pergi, dan saya jatuh cinta dengan kopi mereka! Saya mendapat Half Summermoon, dan ini benar-benar enak! Ini rasa manis yang sempurna dan kopi yang sangat halus. Saya bertanya-tanya setelah berada di Austin selama 2 tahun, mengapa saya tidak datang ke sini lebih awal? Jika Anda berada di kota untuk berkunjung, atau menginap di sini, Anda harus datang ke sini, ini yang terbaik!",1
"check-in Bagaimana Anda tidak menyukai Summer Moon. Itu menendang pantat. Ini obat dan saya kecanduan. Jika bukan karena fakta bahwa saya mengonsumsi semua kalori yang saya konsumsi dalam sekali duduk, maka saya akan meminumnya setiap hari. Ini kuat, enak dan tidak ada yang seperti itu. Layanan ini ramah dan memberikan getaran ""tetap aneh di Austin"". Ini adalah tempat yang lucu untuk bekerja jika Anda tiba di sana cukup awal untuk mendapatkan tempat yang bagus. Saya tidak punya apa-apa selain getaran hebat di sini. Saya baru-baru ini meninggalkan dompet saya di sana pada malam hari di tempat duduk dan itu diserahkan. Saya tidak memiliki barang yang hilang. Bicara tentang getaran yang baik dan layanan hebat. Mereka akan selalu memegang tempat tersayang di hati saya untuk integritas mereka. Lihat semua foto dari Ann Marie N. untuk Summer Moon Coffee Bar",1
"check-in Summer Moon Coffee Bar secara strategis menempatkan lokasi mereka di sekitar Austin untuk mengakomodasi .... saya! Dengan lokasi di luar Burnet, S.1st, dan Buda, mereka dengan murah hati menempatkan kopi di dekat rumah, kantor, dan sahabat saya. Sangat baik dari mereka. Cobalah summermoon, minuman khas mereka. Ini pada dasarnya adalah kopi yang dibuat dengan crack. Maksudku, susu. Maksudku, mungkin ada retakan di susunya. Apa pun yang mereka taruh di sana, rasanya manis dan saya mulai gatal jika saya tidak meminumnya setiap beberapa hari. Jika terlalu manis, coba pesan setengah bulan dan mereka mengurangi susu manisnya. Juga, Anda bisa mendapatkan susu bulan yang dibuat dengan susu almond untuk pilihan non susu. Cobalah sekantong kopi panggang rumah mereka, sangat terkenal dan memiliki rasa yang sedikit berasap dari oven pembakaran kayu mereka. Bisakah kita bicara tentang pai tangan? Mereka bermentega, bersisik dan memiliki banyak rasa. Saya sarankan pai pot makanan. Lokasi Burnet yang baru juga menyajikan makanan foodDeli. jam lebih awal pada jam 6 pagi, layanan selalu luar biasa (terutama dengan layanan jalan 1 pagi). Studi populer dan tempat bersantai.",1
"check-in Secangkir kopi yang nikmat pagi ini. Saya harus mencoba susu bulan yang dibicarakan semua orang dan saya tidak menyesali jalan memutar saya untuk bekerja. Saya 90% yakin saya tidak toleran laktosa jadi saya harus bertanya apakah saya bisa mendapatkan SummerMoon mereka dengan susu kedelai dan mereka bisa! Dia mengatakan mereka memiliki alternatif bebas susu yang disebut Tokyo! Tidak melihatnya di menu tapi WOOHOO! Dia juga mengatakan alternatif santan mereka disebut Beach Boys. Lol penghalang lain tidak akrab dengan nama jadi saya pikir dia hanya mengarangnya tetapi mereka pasti harus berpikir untuk menambahkannya di papan tulis. SummerMoon / Tokyo sangat lezat! Saya merasa seperti sedang minum teh susu karena sangat lembut dan lembut. Itu juga tingkat manis yang sempurna! Saya suka kopi saya manis tapi tidak TERLALU manis. Saya mendapat 12 ons dan saya berharap mendapat cangkir yang lebih besar! Interiornya juga sangat imut dengan banyak tempat duduk tunggal seperti tempat duduk tipe bar. Tampak cukup tenang dan santai sehingga saya bisa melihat diri saya menyelesaikan beberapa pekerjaan tetapi saya tidak yakin apakah itu tempat belajar yang bagus. Tl; dr - coba apa saja dengan susu bulan! Mereka bisa melakukan alternatif kedelai atau kelapa, tanyakan saja. Ini nikmat halus dan dimaniskan dengan sempurna. Tokyo! SummerMoon dengan alternatif susu kedelai bulan",1
"check-in Teman saya terobsesi dengan kedai kopi ini dan bahkan membuat saya menyukainya juga! Saya ingin mendapatkan setengah musim dingin. Rasanya enak dan memiliki rasa manis yang cukup. Rahasianya ada di Susu Bulan mereka. Apa yang kamu tanyakan? Saya tidak tahu secara duniawi tetapi saya selalu kembali setiap kali saya mengunjungi Austin. Cobalah Wintermoon jika Anda memiliki gigi yang sangat manis. Saya mencoba makanan mereka sekali. Saya tidak ingat apa yang saya dapatkan tetapi itu cukup bagus dan harganya bagus. Saya yakin sulit menemukan makanan yang buruk di Austin. Secara keseluruhan, tempat yang bagus untuk mengambil kopi berkualitas dan menyelesaikan beberapa pekerjaan.",1
"check-in Saya suka Summer Moon. Beranikah saya mengatakan bahwa saya seorang Summer Moon-aholic?! Tunggu itu hanya jika Anda mengakui masalahnya. Saya tidak berpikir pergi ke sana setidaknya 4 kali seminggu dan memimpikannya adalah masalah. Masalahnya adalah jika saya bermimpi tentang bagaimana membuat Susu Bulan saya sendiri - menyadari bahwa saya tidak akan pernah menemukan resepnya dan menerima kenyataan bahwa saya akan menghabiskan tabungan hidup saya di Bulan Musim Panas. Masalahnya adalah membeli kaos dari sana berharap baunya seperti Susu Bulan dan kemudian saya tidak akan pernah mencucinya. Pernah. Masalahnya adalah membeli cangkir dari sana dan berharap / berharap / berdoa agar Susu Bulan secara ajaib muncul di kopi hambar saya seperti sejenis voo doo Harry Potter. Yah karena saya tidak melakukan itu, saya hanya bisa mengatakan bahwa Summer Moon itu luar biasa. Susu Bulan adalah sejenis dan terbuat dari air mata unicorn. Seperti yang saya bayangkan air mata unicorn rasanya. Jika Anda belum pergi dan berada di pagar, pergilah. Kami memulai kelompok pendukung bersama. Tempat bertemu? Bulan musim panas,",1
"check-in Kopi favorit saya yang saya miliki di Austin. Sangat baik! Cobalah makanan makanan untuk memulai hari dengan cepat. Juga, kopi mereka adalah yang terbaik. Lembut, lezat, dan disajikan dengan senyum.",1
"check-in Terdaftar di Om Noms Austin Props to Summermoon karena membuat saya bisa minum secangkir kopi hitam pertama saya (oke, 1/4 cangkir)! vibeally, saya tidak terlalu tergila-gila dengan kopi dan tidak benar-benar menikmati rasanya sebagian besar waktu dan tidak pernah (sebelum Summermoon) saya bisa meminumnya hitam. Banyak susu dan gula biasanya cara saya menggulung. Getaran pasangan pertama saya di sini, saya mencoba berbagai kopi mereka yang dibuat dengan Moonmilk yang terkenal - susu manis yang dibumbui dengan campuran rempah-rempah rahasia dan semuanya enak. Bulan Musim Panas sangat manis, bahkan terlalu manis untukku, jadi favoritku adalah Half Moon mereka (setengah semanis Musim Panas). Coffee Moon mereka memiliki rasa yang lebih dalam dan tidak terlalu cokelat. Mereka juga menawarkan pilihan musiman seperti Autumn Moon (bumbu labu) di Musim Gugur dan Peppermint Joy di Musim Dingin yang semuanya lezat. Sedangkan untuk kopi kopi mereka, saya baru-baru ini membawa salah satu saudara laki-laki saya ke sini ketika kami sedang berkeliling Austin dan dia seorang yang murni dalam hal kopi. Ketika dia menyesap pertama kali, matanya menjadi cerah dan dia berkata bahwa itu sangat enak jadi saya memutuskan untuk mencobanya dan saya sangat menyukainya! Saya masih lebih suka milik saya dengan krim dan gula. Saya tidak benar-benar tahu kopi untuk mengetahui apa yang membuat satu cangkir lebih baik dari yang lain, tetapi saya percaya saudara laki-laki saya dan semua getaran lain yang tahu kopi yang tergila-gila dengan tempat ini untuk mengetahui bahwa ada sesuatu yang benar-benar istimewa di sini di Summermoon.",1
"Saya benar-benar tidak bisa keluar dari Summermoon. Saya pikir akan sangat membantu untuk membeli kacang untuk dibuat di rumah, tetapi sayangnya, itu tidak menghalangi saya untuk membeli susu bulan tercinta. Senang melihat mereka menghabiskan begitu banyak toko untuk menyebarkan produk lezat mereka!",1
"check-in Terdaftar di Java Me Up! Bar kopi favorit saya di Austin. Perjalanan ini benar-benar lucu, layanan menawarkan untuk memberi kami minuman kami secara gratis jika saya memberinya baju saya. Saya kira dia benar-benar menginginkan kaos Star Wars saya .. Tapi- mari kita bicara tentang kopi yang sebenarnya. Mereka memanggang yang sudah ada di rumah, gaya jadul dengan kayu - dan baunya adalah sesuatu yang dibuat dari mimpi - ahhhhh. Dan tentu saja, Susu Bulan- Saya yakin susu kental manis adalah salah satu bahannya, tetapi ada sihir yang ditaburkan di sana juga- atau retak seperti yang dikatakan Lauren :). Saya selalu pergi dengan salah satu minuman khas mereka - Bulan Musim Panas panas dan Bulan Musim Dingin dingin dan Anda bisa mendapatkannya apa adanya atau ""setengah"". Saya sarankan untuk mencoba setengahnya terlebih dahulu kecuali jika Anda suka minuman super manis maka tentu saja Monty kenyang. Bulan setengah musim dingin",1
"check-in Terdaftar di Food Adventures di Austin Summermoon Coffee Bar bangga dengan teknik kopinya yang menggunakan api kayu untuk memanggang kopi. Saya bukan penikmat kopi, tetapi saya dapat memberi tahu Anda bahwa teknik ini berhasil. Kopi di sini sangat menakjubkan. Jika Anda seorang peminum kopi seperti saya maka Anda akan menyukai tempat ini. Saya orang yang membutuhkan setidaknya 4 bungkus gula dan 2 bungkus krim dalam kopi saya (jangan menilai!). Inilah yang saya coba, dan mengapa semuanya luar biasa -- 1. Summermoon -- Yang paling manis dari semuanya. 2. Half Moon -- Sangat manis karena memiliki separuh Summermoon. 3. Autumn Moon -- Dibuat untuk pecinta PSL seperti saya. Namun, itu lebih baik daripada PSL. Tidak terlalu manis atau sirup-y, dan Anda bisa mencium semua bumbu 'labu'. 4. coffee Moon -- Rasa coklat yang kaya yang tidak terlalu manis atau berlebihan.",1
"check-in tempat ini memiliki LATTE FAVORIT saya yang pernah dibuat. dan itu pernyataan yang berani. dapatkan SUMMERMOON. (dan jika es, mereka menyebutnya WINTERMOON). kombinasi manis, halus, halus.. tunggu apakah saya menggambarkan kopi atau bagaimana saya menyukai laki-laki saya? satu-satunya, SATU-SATUNYA! saya akan mengubah tentang ruang ini mungkin lebih banyak getaran alami / lebih banyak getaran secara umum di dalam kafe. BANYAK getaran suka datang dan belajar / bekerja di sini, jadi sulit untuk menemukan tempat duduk di dekat jendela dan kemudian menjadi gelap saat Anda tidak berada di dekat jendela. saya berharap itu sedikit lebih besar (kafe dan tempat parkir) juga karena getarannya! (ok jadi mungkin saya akan mengubah 3 hal: getaran, ruang, parkir). tapi serius. saya menyukai tempat ini.",1
"Ini benar-benar kedai kopi favorit saya di seluruh Austin, dan percayalah, saya sudah mencoba semuanya. Saya selalu menyukai kopi, dan Wintermoon mereka sejauh ini adalah kopi terbaik yang pernah saya miliki sepanjang hidup saya. Itu pernyataan yang sangat besar, dan saya tahu itu. Jika Anda tidak menyukai kopi super manis, saya sarankan membeli setengah Wintermoon, karena susu bulannya lebih sedikit dan kurang manis tapi tetap enak. Jika Anda pergi ke sana untuk belajar, mereka tidak memiliki banyak tempat duduk. Saya tidak pernah benar-benar memiliki masalah dengan menemukan tempat untuk melakukan pekerjaan saya, tetapi hanya perhatian! Ini cukup kecil sehingga tidak akan menjadi tempat terbaik untuk pertemuan kelompok besar. Meskipun mereka memiliki tempat duduk di luar yang besar yang bagus untuk hari-hari Austin yang menyenangkan! Semua dalam semua: itu adalah suatu keharusan di Austin. HARUS. Wintermoon satu-satunya cinta sejatiku!",1
"check-in Saya suka datang ke sini setiap kali saya di Austin. Kopi tentu saja luar biasa, tetapi bahkan burrito makanan mereka pun enak. Untuk kopi saya biasanya mendapatkan Moonraker atau wintermoon. Keduanya adalah minuman dingin yang sempurna dan susu bulan itu... seperti retakan cair. Saya juga suka kopi bubuk mereka dan menggunakannya untuk kopi rumahan karena rasanya tidak keras seperti kopi lainnya Makanan burrito yang saya miliki adalah burrito makanan dan kaktus, yang saya ragu-ragu, tapi itu sempurna. Kaktus itu seperti paprika jadi tidak terlalu gila. Ini hanya sebuah kedai kopi yang luar biasa di lokasi yang sangat sederhana, tetapi untuk melewatkannya akan sangat memalukan. Kopi berbahan bakar kayu yang luar biasa",1
"Sebelum saya membahas detailnya, jika Anda hanya membaca ulasan ini ... Belilah HALF WINTER MOON LATTE (pada dasarnya adalah es kopi semi-manis). Ini adalah minuman untuk membeli di sini. Biarkan saya kata pengantar pertama ... ulasan bintang 5 ini hanya didasarkan pada RASA KOPI ES. Saya membandingkan berdasarkan kelezatannya relatif terhadap semua varietas kopi es lainnya yang saya miliki. Jika Anda mencari kopi dingin standar tanpa bahan tambahan, atau jika Anda menginginkan ruang kerja dengan penerangan yang baik, peringkat ini akan lebih rendah. Kopinya sangat enak sehingga saya memutuskan untuk mengabaikan masalahnya. Saya mendambakan kopi ini ketika saya pulang dari jauh. Pro: - Saya sudah memiliki hampir semua kopi es / kopi dingin di Austin saat ini, dan kopi Half Winter Moon sama baiknya dengan yang didapat. Yang mengatakan, jika Anda tidak suka kopi Anda susu dan sedikit manis maka Anda mungkin memiliki ukuran yang sangat berbeda untuk es kopi - Garis bergerak cukup cepat, meskipun umumnya panjang - Banyak barang curian keren yang mereka ganti setiap beberapa bulan sepertinya (saya sendiri punya beberapa mug dan stoples) - Tidak ada kopi ""pembakaran kayu"" lain di kota yang saya tahu. Benar-benar tidak banyak lagi yang rasanya seperti itu Cons: - Parkirnya buruk (tapi hampir sama di mana saja di Austin jadi saya tidak menyadarinya lagi) - Tempat duduk terbatas dan tidak terlalu mengagumkan (dulu mereka punya banyak pengaturan yang lebih keren yang lebih sesuai dengan estetika, tetapi penghitung baru memiliki banyak internet dan lebih cocok dengan suasana) - Tidak ada harga di papan, yang mereka ubah dan agak aneh",1
"Wah ini bikin rasa Starbucks kayak brokoli gosong. --Filthy Chai dengan 2+ gelas kopi -- Moonraker dengan 4 gelas kopi yang halus & nikmat, dengan susu bulan, dingin + disajikan tanpa es. MMMMMM!",1
"Kopi favorit saya di dunia. Saya berharap saya bisa datang ke sini setiap hari. Sayangnya menjadi ibu rumah tangga, saya tidak mampu membelinya. Bulan kopi itu luar biasa, dan saya mendapatkannya sesering mungkin! Layanan selalu hebat dan gegar.",1
"check-in The Half Moon adalah kopi terbaik yang pernah saya rasakan di Austin. Saya senang saya memilih Half Moon daripada Summermoon karena menurut saya itu adalah jumlah rasa manis yang sempurna. Kopinya halus, dan meninggalkan saya dengan tendangan yang nyata. Tempat parkirnya kecil dan suasana toko, tapi itu sepadan.",1
"Kalian. Kopi ini pasti ada yang retak atau semacamnya- Saya benar-benar TEROBSESI dan KECANDUAN! Itu sangat bagus. Kadang-kadang ""kopi musim panas"" penuh agak terlalu manis. Pesan 3/4 Moon jika Anda ingin susu bulan yang enak, kurang manis!",1
"Summer Moon tidak diragukan lagi adalah kedai kopi favorit saya di Austin! Saya telah mencoba banyak kedai kopi untuk membandingkan, dan sejujurnya tidak ada yang mendekati kopi yang luar biasa di Sumer Moon. ""Susu bulan"" yang mereka masukkan ke dalam beberapa minuman mereka membuat ketagihan dengan cara yang sangat baik. Jika Anda ingin minuman kopi yang rasanya seperti makanan dalam cangkir, cobalah kopi Iced Wintermoon. Jika Anda menginginkan sesuatu yang tidak semanis tapi tetap enak, cobalah kopi Iced 1/2 Wintermoon.",1
"check-in Tempat yang bagus. Jika ada negatifnya, mungkin itu terlalu populer. Saya mencari internet dan chai.",1
check-in Sangat menikmati Bulan Setengah Musim Dingin! Itu adalah rasa manis yang sempurna karena saya tidak menikmati kopi saya terlalu manis. Susu bulan luar biasa! Dari CA dan ini adalah kopi terbaik yang pernah saya rasakan! Pasti akan mendambakan ini! Bahkan membeli tas untuk dipanggang di rumah! Bulan Setengah Musim Dingin,1
"check-in Saya mampir di sini untuk penjemputan sore hari. Hal pertama yang mengejutkan saya adalah betapa ramahnya layanan ini. Mereka bertanya tentang hari saya dan tampaknya benar-benar tertarik. Itu adalah getaran pelanggan yang luar biasa. Untuk minum saya minum kopi. Itu sangat enak. Itu sangat bagus sehingga saya kembali keesokan paginya untuk mencoba beberapa kopi yang dipecat dari kayu. Itu lezat. Saya tidak sering pergi ke Austin, tetapi ketika saya melakukannya, saya tahu di mana saya akan mendapatkan kopi.",1
check-in Saya tidak minum kopi tapi saya suka cokelat panas beku di sini. Ini adalah suasana yang ramah dan tidak keberatan kembali ke sini untuk mendapatkan lebih banyak.,1
"Terdaftar di Yelp 100 Challenge Summer Moon adalah bar kopi yang lucu, kecil, eklektik, tepat di luar lokasi Austin. Ini adalah ""Austin"" yang didapatnya. Saat memasuki Anda segera melihat berbagai getaran yang berbeda dari semua kehidupan yang berbeda, nongkrong, belajar dan hanya menikmati kopi mereka yang luar biasa. Saya pertama kali diperkenalkan ke tempat yang indah ini musim panas lalu. Saya menghargai rambut dan riasan sepanjang hari, karena dua teman saya akan menikah. Suamiku, tidak harus menghabiskan sepanjang hari di rambut dan make up dan harus berkeliling kota mencicipi semua yang ditawarkan Austin. Saya bukan penikmat kopi, tetapi saya sangat menyukainya ketika kopi saya tidak terlalu asam dan asam dan itu merupakan nilai tambah yang besar. Mereka memanggang kopi mereka dengan api kayu (saya bahkan tidak yakin apa fungsinya sebenarnya tetapi kedengarannya mewah, dan mewah selalu berarti enak?) Yang membuat mereka berbeda dari banyak tempat. Namun, susu bulan itulah yang membuat tempat ini. Ini sangat lembut dan tidak terlalu manis, tapi semuanya luar biasa. Saya biasanya cukup pandai mereplikasi hal-hal yang saya rasakan, tetapi sepertinya saya tidak bisa melakukannya dengan benar! Sayangnya saya tinggal di Houston jadi Summer Moon baru saja menjadi tempat yang harus saya kunjungi setiap kali saya pergi ke Austin, tetapi, itu berarti saya harus lebih sering pergi ke Austin sekarang! (Dompet saya yang malang.)",1
"Summermoon... rumah keduaku, secara harfiah. Pindah ke sini Mei lalu untuk sekolah terapi fisik dan saya di sini hampir setiap hari kadang dua kali sehari. Saya sangat menyukai kopi dan telah minum banyak dari berbagai negara bagian, tetapi siapa yang mengira secangkir kopi terbaik yang pernah saya miliki dalam hidup saya akan datang dari negara bagian asal saya di Texas. Kesukaan saya untuk minum: -MOONTADO dengan suntikan tambahan (telah saya kunjungi selama sebulan terakhir ini) -kopi setengah bulan ketika saya merasa dingin -kopi setengah musim dingin ketika saya merasa panas -007 ketika saya membutuhkan sedikit tendangan kopi tetapi tidak ingin minum banyak cairan -moonraker ketika saya perlu kabel (kopi bulan biasa lebih manis) tempat duduk kadang-kadang dapat dibatasi terutama selama akhir pekan tetapi ini adalah tempat yang baik untuk belajar atau melakukan apa pun jika Anda bisa mengambil tempat duduk. getaran selalu luar biasa dan setiap layanan sangat luar biasa bagi saya. Jika Anda berkunjung, harap jadikan ini perhentian kopi pertama Anda karena ini mungkin akan menjadi keputusan hidup terbaik yang pernah Anda buat. Anda mungkin akan melihat saya di sana. Toodles.",1
